"pais_origen","provincia_id","nombre_provincia","sexo","edad_quinquenal","amba","Cantidad"
"Alemania",6,"Buenos Aires","F","0 a 4","AMBA",12
"Alemania",6,"Buenos Aires","F","10 a 14","AMBA",37
"Alemania",6,"Buenos Aires","F","15 a 19","AMBA",48
"Alemania",6,"Buenos Aires","F","20 a 24","AMBA",45
"Alemania",6,"Buenos Aires","F","25 a 29","AMBA",44
"Alemania",6,"Buenos Aires","F","30 a 34","AMBA",79
"Alemania",6,"Buenos Aires","F","35 a 39","AMBA",74
"Alemania",6,"Buenos Aires","F","40 a 44","AMBA",78
"Alemania",6,"Buenos Aires","F","45 a 49","AMBA",60
"Alemania",6,"Buenos Aires","F","5 a 9","AMBA",20
"Alemania",6,"Buenos Aires","F","50 a 54","AMBA",58
"Alemania",6,"Buenos Aires","F","55 a 59","AMBA",63
"Alemania",6,"Buenos Aires","F","60 a 64","AMBA",49
"Alemania",6,"Buenos Aires","F","65 a 69","AMBA",31
"Alemania",6,"Buenos Aires","F","70 a 74","AMBA",45
"Alemania",6,"Buenos Aires","F","75 a 79","AMBA",167
"Alemania",6,"Buenos Aires","F","80 a 84","AMBA",125
"Alemania",6,"Buenos Aires","F","85 y más","AMBA",155
"Alemania",6,"Buenos Aires","M","0 a 4","AMBA",9
"Alemania",6,"Buenos Aires","M","10 a 14","AMBA",34
"Alemania",6,"Buenos Aires","M","15 a 19","AMBA",67
"Alemania",6,"Buenos Aires","M","20 a 24","AMBA",47
"Alemania",6,"Buenos Aires","M","25 a 29","AMBA",45
"Alemania",6,"Buenos Aires","M","30 a 34","AMBA",70
"Alemania",6,"Buenos Aires","M","35 a 39","AMBA",57
"Alemania",6,"Buenos Aires","M","40 a 44","AMBA",80
"Alemania",6,"Buenos Aires","M","45 a 49","AMBA",71
"Alemania",6,"Buenos Aires","M","5 a 9","AMBA",27
"Alemania",6,"Buenos Aires","M","50 a 54","AMBA",84
"Alemania",6,"Buenos Aires","M","55 a 59","AMBA",85
"Alemania",6,"Buenos Aires","M","60 a 64","AMBA",51
"Alemania",6,"Buenos Aires","M","65 a 69","AMBA",48
"Alemania",6,"Buenos Aires","M","70 a 74","AMBA",40
"Alemania",6,"Buenos Aires","M","75 a 79","AMBA",131
"Alemania",6,"Buenos Aires","M","80 a 84","AMBA",102
"Alemania",6,"Buenos Aires","M","85 y más","AMBA",91
"Alemania",6,"Buenos Aires","F","0 a 4","Resto del pais",8
"Alemania",6,"Buenos Aires","F","10 a 14","Resto del pais",9
"Alemania",6,"Buenos Aires","F","15 a 19","Resto del pais",9
"Alemania",6,"Buenos Aires","F","20 a 24","Resto del pais",2
"Alemania",6,"Buenos Aires","F","25 a 29","Resto del pais",12
"Alemania",6,"Buenos Aires","F","30 a 34","Resto del pais",13
"Alemania",6,"Buenos Aires","F","35 a 39","Resto del pais",14
"Alemania",6,"Buenos Aires","F","40 a 44","Resto del pais",25
"Alemania",6,"Buenos Aires","F","45 a 49","Resto del pais",11
"Alemania",6,"Buenos Aires","F","5 a 9","Resto del pais",3
"Alemania",6,"Buenos Aires","F","50 a 54","Resto del pais",13
"Alemania",6,"Buenos Aires","F","55 a 59","Resto del pais",12
"Alemania",6,"Buenos Aires","F","60 a 64","Resto del pais",11
"Alemania",6,"Buenos Aires","F","65 a 69","Resto del pais",17
"Alemania",6,"Buenos Aires","F","70 a 74","Resto del pais",12
"Alemania",6,"Buenos Aires","F","75 a 79","Resto del pais",27
"Alemania",6,"Buenos Aires","F","80 a 84","Resto del pais",30
"Alemania",6,"Buenos Aires","F","85 y más","Resto del pais",26
"Alemania",6,"Buenos Aires","M","0 a 4","Resto del pais",10
"Alemania",6,"Buenos Aires","M","10 a 14","Resto del pais",10
"Alemania",6,"Buenos Aires","M","15 a 19","Resto del pais",3
"Alemania",6,"Buenos Aires","M","20 a 24","Resto del pais",9
"Alemania",6,"Buenos Aires","M","25 a 29","Resto del pais",7
"Alemania",6,"Buenos Aires","M","30 a 34","Resto del pais",11
"Alemania",6,"Buenos Aires","M","35 a 39","Resto del pais",15
"Alemania",6,"Buenos Aires","M","40 a 44","Resto del pais",16
"Alemania",6,"Buenos Aires","M","45 a 49","Resto del pais",10
"Alemania",6,"Buenos Aires","M","5 a 9","Resto del pais",3
"Alemania",6,"Buenos Aires","M","50 a 54","Resto del pais",8
"Alemania",6,"Buenos Aires","M","55 a 59","Resto del pais",7
"Alemania",6,"Buenos Aires","M","60 a 64","Resto del pais",8
"Alemania",6,"Buenos Aires","M","65 a 69","Resto del pais",13
"Alemania",6,"Buenos Aires","M","70 a 74","Resto del pais",14
"Alemania",6,"Buenos Aires","M","75 a 79","Resto del pais",28
"Alemania",6,"Buenos Aires","M","80 a 84","Resto del pais",23
"Alemania",6,"Buenos Aires","M","85 y más","Resto del pais",16
"Alemania",10,"Catamarca","F","30 a 34","Resto del pais",1
"Alemania",10,"Catamarca","F","35 a 39","Resto del pais",1
"Alemania",10,"Catamarca","F","40 a 44","Resto del pais",2
"Alemania",10,"Catamarca","F","55 a 59","Resto del pais",1
"Alemania",10,"Catamarca","M","20 a 24","Resto del pais",2
"Alemania",10,"Catamarca","M","25 a 29","Resto del pais",1
"Alemania",10,"Catamarca","M","55 a 59","Resto del pais",2
"Alemania",10,"Catamarca","M","60 a 64","Resto del pais",2
"Alemania",10,"Catamarca","M","65 a 69","Resto del pais",1
"Alemania",10,"Catamarca","M","85 y más","Resto del pais",1
"Alemania",22,"Chaco","F","0 a 4","Resto del pais",1
"Alemania",22,"Chaco","F","15 a 19","Resto del pais",1
"Alemania",22,"Chaco","F","20 a 24","Resto del pais",1
"Alemania",22,"Chaco","F","25 a 29","Resto del pais",1
"Alemania",22,"Chaco","F","30 a 34","Resto del pais",3
"Alemania",22,"Chaco","F","45 a 49","Resto del pais",1
"Alemania",22,"Chaco","F","5 a 9","Resto del pais",1
"Alemania",22,"Chaco","F","50 a 54","Resto del pais",1
"Alemania",22,"Chaco","F","55 a 59","Resto del pais",1
"Alemania",22,"Chaco","F","60 a 64","Resto del pais",3
"Alemania",22,"Chaco","F","75 a 79","Resto del pais",3
"Alemania",22,"Chaco","F","80 a 84","Resto del pais",1
"Alemania",22,"Chaco","F","85 y más","Resto del pais",1
"Alemania",22,"Chaco","M","20 a 24","Resto del pais",2
"Alemania",22,"Chaco","M","35 a 39","Resto del pais",2
"Alemania",22,"Chaco","M","40 a 44","Resto del pais",1
"Alemania",22,"Chaco","M","45 a 49","Resto del pais",1
"Alemania",22,"Chaco","M","55 a 59","Resto del pais",2
"Alemania",22,"Chaco","M","60 a 64","Resto del pais",2
"Alemania",22,"Chaco","M","70 a 74","Resto del pais",2
"Alemania",22,"Chaco","M","75 a 79","Resto del pais",4
"Alemania",26,"Chubut","F","15 a 19","Resto del pais",2
"Alemania",26,"Chubut","F","20 a 24","Resto del pais",1
"Alemania",26,"Chubut","F","30 a 34","Resto del pais",3
"Alemania",26,"Chubut","F","35 a 39","Resto del pais",4
"Alemania",26,"Chubut","F","40 a 44","Resto del pais",6
"Alemania",26,"Chubut","F","45 a 49","Resto del pais",1
"Alemania",26,"Chubut","F","5 a 9","Resto del pais",2
"Alemania",26,"Chubut","F","50 a 54","Resto del pais",1
"Alemania",26,"Chubut","F","55 a 59","Resto del pais",3
"Alemania",26,"Chubut","F","60 a 64","Resto del pais",2
"Alemania",26,"Chubut","F","65 a 69","Resto del pais",1
"Alemania",26,"Chubut","F","70 a 74","Resto del pais",2
"Alemania",26,"Chubut","F","75 a 79","Resto del pais",4
"Alemania",26,"Chubut","F","80 a 84","Resto del pais",3
"Alemania",26,"Chubut","F","85 y más","Resto del pais",4
"Alemania",26,"Chubut","M","0 a 4","Resto del pais",1
"Alemania",26,"Chubut","M","10 a 14","Resto del pais",1
"Alemania",26,"Chubut","M","15 a 19","Resto del pais",2
"Alemania",26,"Chubut","M","20 a 24","Resto del pais",2
"Alemania",26,"Chubut","M","25 a 29","Resto del pais",1
"Alemania",26,"Chubut","M","30 a 34","Resto del pais",2
"Alemania",26,"Chubut","M","35 a 39","Resto del pais",4
"Alemania",26,"Chubut","M","40 a 44","Resto del pais",3
"Alemania",26,"Chubut","M","45 a 49","Resto del pais",3
"Alemania",26,"Chubut","M","5 a 9","Resto del pais",2
"Alemania",26,"Chubut","M","50 a 54","Resto del pais",1
"Alemania",26,"Chubut","M","55 a 59","Resto del pais",3
"Alemania",26,"Chubut","M","60 a 64","Resto del pais",2
"Alemania",26,"Chubut","M","65 a 69","Resto del pais",2
"Alemania",26,"Chubut","M","70 a 74","Resto del pais",4
"Alemania",26,"Chubut","M","75 a 79","Resto del pais",4
"Alemania",26,"Chubut","M","80 a 84","Resto del pais",2
"Alemania",26,"Chubut","M","85 y más","Resto del pais",6
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","0 a 4","AMBA",11
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","10 a 14","AMBA",25
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","15 a 19","AMBA",39
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","20 a 24","AMBA",41
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","25 a 29","AMBA",77
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","30 a 34","AMBA",175
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","35 a 39","AMBA",177
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","40 a 44","AMBA",143
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","45 a 49","AMBA",82
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","5 a 9","AMBA",32
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","50 a 54","AMBA",71
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","55 a 59","AMBA",77
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","60 a 64","AMBA",46
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","65 a 69","AMBA",32
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","70 a 74","AMBA",31
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","75 a 79","AMBA",92
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","80 a 84","AMBA",48
"Alemania",2,"Ciudad Autónoma de Buenos Aires","F","85 y más","AMBA",127
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","0 a 4","AMBA",24
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","10 a 14","AMBA",22
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","15 a 19","AMBA",28
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","20 a 24","AMBA",30
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","25 a 29","AMBA",76
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","30 a 34","AMBA",123
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","35 a 39","AMBA",114
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","40 a 44","AMBA",136
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","45 a 49","AMBA",118
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","5 a 9","AMBA",33
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","50 a 54","AMBA",103
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","55 a 59","AMBA",122
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","60 a 64","AMBA",62
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","65 a 69","AMBA",35
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","70 a 74","AMBA",35
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","75 a 79","AMBA",88
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","80 a 84","AMBA",47
"Alemania",2,"Ciudad Autónoma de Buenos Aires","M","85 y más","AMBA",94
"Alemania",14,"Córdoba","F","0 a 4","Resto del pais",7
"Alemania",14,"Córdoba","F","10 a 14","Resto del pais",12
"Alemania",14,"Córdoba","F","15 a 19","Resto del pais",10
"Alemania",14,"Córdoba","F","20 a 24","Resto del pais",18
"Alemania",14,"Córdoba","F","25 a 29","Resto del pais",19
"Alemania",14,"Córdoba","F","30 a 34","Resto del pais",29
"Alemania",14,"Córdoba","F","35 a 39","Resto del pais",31
"Alemania",14,"Córdoba","F","40 a 44","Resto del pais",31
"Alemania",14,"Córdoba","F","45 a 49","Resto del pais",23
"Alemania",14,"Córdoba","F","5 a 9","Resto del pais",9
"Alemania",14,"Córdoba","F","50 a 54","Resto del pais",21
"Alemania",14,"Córdoba","F","55 a 59","Resto del pais",23
"Alemania",14,"Córdoba","F","60 a 64","Resto del pais",13
"Alemania",14,"Córdoba","F","65 a 69","Resto del pais",15
"Alemania",14,"Córdoba","F","70 a 74","Resto del pais",20
"Alemania",14,"Córdoba","F","75 a 79","Resto del pais",24
"Alemania",14,"Córdoba","F","80 a 84","Resto del pais",34
"Alemania",14,"Córdoba","F","85 y más","Resto del pais",28
"Alemania",14,"Córdoba","M","0 a 4","Resto del pais",7
"Alemania",14,"Córdoba","M","10 a 14","Resto del pais",22
"Alemania",14,"Córdoba","M","15 a 19","Resto del pais",22
"Alemania",14,"Córdoba","M","20 a 24","Resto del pais",15
"Alemania",14,"Córdoba","M","25 a 29","Resto del pais",15
"Alemania",14,"Córdoba","M","30 a 34","Resto del pais",29
"Alemania",14,"Córdoba","M","35 a 39","Resto del pais",19
"Alemania",14,"Córdoba","M","40 a 44","Resto del pais",28
"Alemania",14,"Córdoba","M","45 a 49","Resto del pais",17
"Alemania",14,"Córdoba","M","5 a 9","Resto del pais",8
"Alemania",14,"Córdoba","M","50 a 54","Resto del pais",21
"Alemania",14,"Córdoba","M","55 a 59","Resto del pais",16
"Alemania",14,"Córdoba","M","60 a 64","Resto del pais",14
"Alemania",14,"Córdoba","M","65 a 69","Resto del pais",10
"Alemania",14,"Córdoba","M","70 a 74","Resto del pais",12
"Alemania",14,"Córdoba","M","75 a 79","Resto del pais",21
"Alemania",14,"Córdoba","M","80 a 84","Resto del pais",28
"Alemania",14,"Córdoba","M","85 y más","Resto del pais",17
"Alemania",18,"Corrientes","F","20 a 24","Resto del pais",1
"Alemania",18,"Corrientes","F","40 a 44","Resto del pais",1
"Alemania",18,"Corrientes","F","55 a 59","Resto del pais",1
"Alemania",18,"Corrientes","F","60 a 64","Resto del pais",3
"Alemania",18,"Corrientes","F","65 a 69","Resto del pais",1
"Alemania",18,"Corrientes","F","75 a 79","Resto del pais",1
"Alemania",18,"Corrientes","F","85 y más","Resto del pais",1
"Alemania",18,"Corrientes","M","10 a 14","Resto del pais",2
"Alemania",18,"Corrientes","M","15 a 19","Resto del pais",1
"Alemania",18,"Corrientes","M","25 a 29","Resto del pais",1
"Alemania",18,"Corrientes","M","30 a 34","Resto del pais",5
"Alemania",18,"Corrientes","M","35 a 39","Resto del pais",1
"Alemania",18,"Corrientes","M","40 a 44","Resto del pais",1
"Alemania",18,"Corrientes","M","45 a 49","Resto del pais",2
"Alemania",18,"Corrientes","M","5 a 9","Resto del pais",1
"Alemania",18,"Corrientes","M","55 a 59","Resto del pais",6
"Alemania",18,"Corrientes","M","60 a 64","Resto del pais",1
"Alemania",18,"Corrientes","M","65 a 69","Resto del pais",1
"Alemania",18,"Corrientes","M","70 a 74","Resto del pais",3
"Alemania",18,"Corrientes","M","75 a 79","Resto del pais",1
"Alemania",18,"Corrientes","M","80 a 84","Resto del pais",2
"Alemania",18,"Corrientes","M","85 y más","Resto del pais",1
"Alemania",30,"Entre Ríos","F","0 a 4","Resto del pais",1
"Alemania",30,"Entre Ríos","F","15 a 19","Resto del pais",5
"Alemania",30,"Entre Ríos","F","20 a 24","Resto del pais",1
"Alemania",30,"Entre Ríos","F","25 a 29","Resto del pais",2
"Alemania",30,"Entre Ríos","F","30 a 34","Resto del pais",4
"Alemania",30,"Entre Ríos","F","35 a 39","Resto del pais",7
"Alemania",30,"Entre Ríos","F","40 a 44","Resto del pais",2
"Alemania",30,"Entre Ríos","F","45 a 49","Resto del pais",3
"Alemania",30,"Entre Ríos","F","50 a 54","Resto del pais",4
"Alemania",30,"Entre Ríos","F","55 a 59","Resto del pais",4
"Alemania",30,"Entre Ríos","F","60 a 64","Resto del pais",1
"Alemania",30,"Entre Ríos","F","65 a 69","Resto del pais",5
"Alemania",30,"Entre Ríos","F","70 a 74","Resto del pais",3
"Alemania",30,"Entre Ríos","F","75 a 79","Resto del pais",2
"Alemania",30,"Entre Ríos","F","80 a 84","Resto del pais",4
"Alemania",30,"Entre Ríos","F","85 y más","Resto del pais",4
"Alemania",30,"Entre Ríos","M","0 a 4","Resto del pais",1
"Alemania",30,"Entre Ríos","M","10 a 14","Resto del pais",2
"Alemania",30,"Entre Ríos","M","15 a 19","Resto del pais",1
"Alemania",30,"Entre Ríos","M","20 a 24","Resto del pais",1
"Alemania",30,"Entre Ríos","M","25 a 29","Resto del pais",1
"Alemania",30,"Entre Ríos","M","30 a 34","Resto del pais",3
"Alemania",30,"Entre Ríos","M","35 a 39","Resto del pais",1
"Alemania",30,"Entre Ríos","M","40 a 44","Resto del pais",2
"Alemania",30,"Entre Ríos","M","45 a 49","Resto del pais",3
"Alemania",30,"Entre Ríos","M","50 a 54","Resto del pais",2
"Alemania",30,"Entre Ríos","M","55 a 59","Resto del pais",10
"Alemania",30,"Entre Ríos","M","60 a 64","Resto del pais",5
"Alemania",30,"Entre Ríos","M","65 a 69","Resto del pais",3
"Alemania",30,"Entre Ríos","M","70 a 74","Resto del pais",6
"Alemania",30,"Entre Ríos","M","75 a 79","Resto del pais",5
"Alemania",30,"Entre Ríos","M","80 a 84","Resto del pais",7
"Alemania",30,"Entre Ríos","M","85 y más","Resto del pais",7
"Alemania",34,"Formosa","F","25 a 29","Resto del pais",1
"Alemania",34,"Formosa","F","80 a 84","Resto del pais",1
"Alemania",34,"Formosa","M","15 a 19","Resto del pais",1
"Alemania",34,"Formosa","M","40 a 44","Resto del pais",1
"Alemania",34,"Formosa","M","50 a 54","Resto del pais",1
"Alemania",34,"Formosa","M","55 a 59","Resto del pais",1
"Alemania",34,"Formosa","M","75 a 79","Resto del pais",1
"Alemania",34,"Formosa","M","80 a 84","Resto del pais",4
"Alemania",38,"Jujuy","F","30 a 34","Resto del pais",4
"Alemania",38,"Jujuy","F","35 a 39","Resto del pais",1
"Alemania",38,"Jujuy","F","40 a 44","Resto del pais",2
"Alemania",38,"Jujuy","F","5 a 9","Resto del pais",1
"Alemania",38,"Jujuy","F","55 a 59","Resto del pais",2
"Alemania",38,"Jujuy","F","60 a 64","Resto del pais",1
"Alemania",38,"Jujuy","F","65 a 69","Resto del pais",2
"Alemania",38,"Jujuy","M","10 a 14","Resto del pais",3
"Alemania",38,"Jujuy","M","15 a 19","Resto del pais",2
"Alemania",38,"Jujuy","M","25 a 29","Resto del pais",1
"Alemania",38,"Jujuy","M","30 a 34","Resto del pais",1
"Alemania",38,"Jujuy","M","45 a 49","Resto del pais",1
"Alemania",38,"Jujuy","M","5 a 9","Resto del pais",1
"Alemania",38,"Jujuy","M","50 a 54","Resto del pais",1
"Alemania",38,"Jujuy","M","55 a 59","Resto del pais",4
"Alemania",38,"Jujuy","M","60 a 64","Resto del pais",2
"Alemania",38,"Jujuy","M","70 a 74","Resto del pais",2
"Alemania",38,"Jujuy","M","80 a 84","Resto del pais",4
"Alemania",42,"La Pampa","F","10 a 14","Resto del pais",1
"Alemania",42,"La Pampa","F","20 a 24","Resto del pais",1
"Alemania",42,"La Pampa","F","25 a 29","Resto del pais",1
"Alemania",42,"La Pampa","F","30 a 34","Resto del pais",1
"Alemania",42,"La Pampa","F","40 a 44","Resto del pais",2
"Alemania",42,"La Pampa","F","55 a 59","Resto del pais",1
"Alemania",42,"La Pampa","F","65 a 69","Resto del pais",1
"Alemania",42,"La Pampa","F","70 a 74","Resto del pais",1
"Alemania",42,"La Pampa","M","10 a 14","Resto del pais",2
"Alemania",42,"La Pampa","M","25 a 29","Resto del pais",1
"Alemania",42,"La Pampa","M","30 a 34","Resto del pais",1
"Alemania",42,"La Pampa","M","40 a 44","Resto del pais",2
"Alemania",42,"La Pampa","M","5 a 9","Resto del pais",1
"Alemania",42,"La Pampa","M","55 a 59","Resto del pais",2
"Alemania",42,"La Pampa","M","65 a 69","Resto del pais",1
"Alemania",42,"La Pampa","M","70 a 74","Resto del pais",1
"Alemania",42,"La Pampa","M","75 a 79","Resto del pais",1
"Alemania",42,"La Pampa","M","80 a 84","Resto del pais",1
"Alemania",46,"La Rioja","F","10 a 14","Resto del pais",1
"Alemania",46,"La Rioja","F","15 a 19","Resto del pais",1
"Alemania",46,"La Rioja","F","20 a 24","Resto del pais",2
"Alemania",46,"La Rioja","F","25 a 29","Resto del pais",1
"Alemania",46,"La Rioja","F","30 a 34","Resto del pais",2
"Alemania",46,"La Rioja","F","45 a 49","Resto del pais",1
"Alemania",46,"La Rioja","F","80 a 84","Resto del pais",1
"Alemania",46,"La Rioja","M","10 a 14","Resto del pais",1
"Alemania",46,"La Rioja","M","20 a 24","Resto del pais",1
"Alemania",46,"La Rioja","M","5 a 9","Resto del pais",1
"Alemania",46,"La Rioja","M","50 a 54","Resto del pais",1
"Alemania",46,"La Rioja","M","70 a 74","Resto del pais",1
"Alemania",46,"La Rioja","M","80 a 84","Resto del pais",1
"Alemania",50,"Mendoza","F","0 a 4","Resto del pais",4
"Alemania",50,"Mendoza","F","10 a 14","Resto del pais",4
"Alemania",50,"Mendoza","F","15 a 19","Resto del pais",4
"Alemania",50,"Mendoza","F","20 a 24","Resto del pais",7
"Alemania",50,"Mendoza","F","25 a 29","Resto del pais",9
"Alemania",50,"Mendoza","F","30 a 34","Resto del pais",11
"Alemania",50,"Mendoza","F","35 a 39","Resto del pais",13
"Alemania",50,"Mendoza","F","40 a 44","Resto del pais",14
"Alemania",50,"Mendoza","F","45 a 49","Resto del pais",6
"Alemania",50,"Mendoza","F","5 a 9","Resto del pais",4
"Alemania",50,"Mendoza","F","50 a 54","Resto del pais",3
"Alemania",50,"Mendoza","F","55 a 59","Resto del pais",5
"Alemania",50,"Mendoza","F","60 a 64","Resto del pais",6
"Alemania",50,"Mendoza","F","70 a 74","Resto del pais",2
"Alemania",50,"Mendoza","F","75 a 79","Resto del pais",12
"Alemania",50,"Mendoza","F","80 a 84","Resto del pais",7
"Alemania",50,"Mendoza","F","85 y más","Resto del pais",7
"Alemania",50,"Mendoza","M","0 a 4","Resto del pais",1
"Alemania",50,"Mendoza","M","10 a 14","Resto del pais",8
"Alemania",50,"Mendoza","M","15 a 19","Resto del pais",6
"Alemania",50,"Mendoza","M","20 a 24","Resto del pais",4
"Alemania",50,"Mendoza","M","25 a 29","Resto del pais",2
"Alemania",50,"Mendoza","M","30 a 34","Resto del pais",11
"Alemania",50,"Mendoza","M","35 a 39","Resto del pais",9
"Alemania",50,"Mendoza","M","40 a 44","Resto del pais",9
"Alemania",50,"Mendoza","M","45 a 49","Resto del pais",4
"Alemania",50,"Mendoza","M","5 a 9","Resto del pais",3
"Alemania",50,"Mendoza","M","50 a 54","Resto del pais",9
"Alemania",50,"Mendoza","M","55 a 59","Resto del pais",12
"Alemania",50,"Mendoza","M","60 a 64","Resto del pais",2
"Alemania",50,"Mendoza","M","65 a 69","Resto del pais",2
"Alemania",50,"Mendoza","M","70 a 74","Resto del pais",5
"Alemania",50,"Mendoza","M","75 a 79","Resto del pais",7
"Alemania",50,"Mendoza","M","80 a 84","Resto del pais",3
"Alemania",50,"Mendoza","M","85 y más","Resto del pais",1
"Alemania",54,"Misiones","F","0 a 4","Resto del pais",1
"Alemania",54,"Misiones","F","10 a 14","Resto del pais",6
"Alemania",54,"Misiones","F","15 a 19","Resto del pais",5
"Alemania",54,"Misiones","F","20 a 24","Resto del pais",5
"Alemania",54,"Misiones","F","25 a 29","Resto del pais",3
"Alemania",54,"Misiones","F","30 a 34","Resto del pais",6
"Alemania",54,"Misiones","F","35 a 39","Resto del pais",8
"Alemania",54,"Misiones","F","40 a 44","Resto del pais",4
"Alemania",54,"Misiones","F","45 a 49","Resto del pais",2
"Alemania",54,"Misiones","F","5 a 9","Resto del pais",2
"Alemania",54,"Misiones","F","50 a 54","Resto del pais",5
"Alemania",54,"Misiones","F","55 a 59","Resto del pais",4
"Alemania",54,"Misiones","F","65 a 69","Resto del pais",3
"Alemania",54,"Misiones","F","70 a 74","Resto del pais",9
"Alemania",54,"Misiones","F","75 a 79","Resto del pais",18
"Alemania",54,"Misiones","F","80 a 84","Resto del pais",4
"Alemania",54,"Misiones","F","85 y más","Resto del pais",11
"Alemania",54,"Misiones","M","0 a 4","Resto del pais",1
"Alemania",54,"Misiones","M","10 a 14","Resto del pais",7
"Alemania",54,"Misiones","M","15 a 19","Resto del pais",4
"Alemania",54,"Misiones","M","20 a 24","Resto del pais",6
"Alemania",54,"Misiones","M","25 a 29","Resto del pais",3
"Alemania",54,"Misiones","M","35 a 39","Resto del pais",7
"Alemania",54,"Misiones","M","40 a 44","Resto del pais",7
"Alemania",54,"Misiones","M","45 a 49","Resto del pais",3
"Alemania",54,"Misiones","M","5 a 9","Resto del pais",2
"Alemania",54,"Misiones","M","50 a 54","Resto del pais",5
"Alemania",54,"Misiones","M","55 a 59","Resto del pais",3
"Alemania",54,"Misiones","M","60 a 64","Resto del pais",7
"Alemania",54,"Misiones","M","65 a 69","Resto del pais",6
"Alemania",54,"Misiones","M","70 a 74","Resto del pais",7
"Alemania",54,"Misiones","M","75 a 79","Resto del pais",9
"Alemania",54,"Misiones","M","80 a 84","Resto del pais",5
"Alemania",54,"Misiones","M","85 y más","Resto del pais",9
"Alemania",58,"Neuquén","F","10 a 14","Resto del pais",3
"Alemania",58,"Neuquén","F","15 a 19","Resto del pais",4
"Alemania",58,"Neuquén","F","20 a 24","Resto del pais",1
"Alemania",58,"Neuquén","F","25 a 29","Resto del pais",2
"Alemania",58,"Neuquén","F","30 a 34","Resto del pais",2
"Alemania",58,"Neuquén","F","35 a 39","Resto del pais",4
"Alemania",58,"Neuquén","F","40 a 44","Resto del pais",2
"Alemania",58,"Neuquén","F","45 a 49","Resto del pais",5
"Alemania",58,"Neuquén","F","50 a 54","Resto del pais",4
"Alemania",58,"Neuquén","F","55 a 59","Resto del pais",5
"Alemania",58,"Neuquén","F","60 a 64","Resto del pais",2
"Alemania",58,"Neuquén","F","70 a 74","Resto del pais",1
"Alemania",58,"Neuquén","F","75 a 79","Resto del pais",2
"Alemania",58,"Neuquén","F","80 a 84","Resto del pais",4
"Alemania",58,"Neuquén","F","85 y más","Resto del pais",3
"Alemania",58,"Neuquén","M","15 a 19","Resto del pais",2
"Alemania",58,"Neuquén","M","20 a 24","Resto del pais",1
"Alemania",58,"Neuquén","M","30 a 34","Resto del pais",3
"Alemania",58,"Neuquén","M","35 a 39","Resto del pais",6
"Alemania",58,"Neuquén","M","40 a 44","Resto del pais",2
"Alemania",58,"Neuquén","M","45 a 49","Resto del pais",5
"Alemania",58,"Neuquén","M","5 a 9","Resto del pais",1
"Alemania",58,"Neuquén","M","50 a 54","Resto del pais",5
"Alemania",58,"Neuquén","M","55 a 59","Resto del pais",1
"Alemania",58,"Neuquén","M","60 a 64","Resto del pais",3
"Alemania",58,"Neuquén","M","65 a 69","Resto del pais",2
"Alemania",58,"Neuquén","M","70 a 74","Resto del pais",3
"Alemania",58,"Neuquén","M","75 a 79","Resto del pais",3
"Alemania",58,"Neuquén","M","80 a 84","Resto del pais",3
"Alemania",58,"Neuquén","M","85 y más","Resto del pais",2
"Alemania",62,"Río Negro","F","0 a 4","Resto del pais",1
"Alemania",62,"Río Negro","F","10 a 14","Resto del pais",2
"Alemania",62,"Río Negro","F","15 a 19","Resto del pais",5
"Alemania",62,"Río Negro","F","20 a 24","Resto del pais",9
